Score,Date,Content,Title
2,2023-03-18 18:40:26,"This app was highly recommended to me by a friend. I am now reconsidering that friendship. On the surface, it looks like a great resource. I did like the motivational articles and notifications. But that is where the like died. The food database is absolutely horrid. Macros are not given for over half of the foods and your commonly entered foods are not saved for a quicker add.   I tried to do the exercise plans, but when I would rate something as not for me due to previous injuries, no modifications were ever put into place. I ended up using my Apple Fitness app. I added the meal plan thinking it would be a great tool to get me jump started on my journey. It looked like a 12-year old made that plan. Steak and vegetables, chicken and vegetables, the same breakfast and lunch options repeated each week. And oh, look! Squid?!?!?   I tried to cancel both subscriptions and the interface is so horrid, that it’s next to impossible to do. I cannot believe that I let this thing turn me into a Karen. I have learned my lesson. Never pay for an app again, especially without reading the reviews. I have gone back to My Fitness Pal and have actually started to lose weight. Going back to that friendship, however, will probably not be happening.",Only gets 2 stars because of the different checklists and motivational notifications
1,2020-11-03 21:52:05,"UPDATE: The developer reached out to me after I wrote my review and after free emails back and forth, they kindly refunded my money. I appreciate their customer service and no hassle.   Original review: This app has some good features, but it's not user friendly. I like that there is a ""to do"" list each day, but you can't customize what options are in the list. I'm a nursing mom, so fasting is not an option for me, but I am unable to turn off that feature. Adding the food I've eaten in the calorie counter is pointless because it barely recognizes any food I try to enter. I end up bluffing my way through it just to get a rough estimate of my calorie intake. And, most of the measurements are in ounces. My fitness watch is linked, but my step count isn't updated with it. It seems I have to have my phone with me just to have all my steps counted properly. I like being able to record how much water I've had to drink, but I can't seem to change my goal. I like that there are several fitness options, however I haven't tried a single recipe. I don't have time to go shopping for specific food and make a meal for myself... I have 4 kids and they're not going to eat these meals! I'm really frustrated that I paid for this app. It seems totally different than what was advertised (I signed up through a link in Pinterest). A free trial wasn't even an option.","Not User Friendly, good customer service though"
2,2020-07-01 13:11:05,"I got the app years ago & have been in a love/hate relationship with it since. When it first came out the exercises were not as detailed as they are now and I was impressed with the updates they made until the most recent update. I started using the app faithfully (with a faithful monthly subscription) since March but since the last update, last week I believe, every time I open the app their challenges pop up and I have to click on joining one just to be able to get to the home screen. I refuse to pay an extra $10-30 for a challenge when the app barely allows me to enter my meals daily because elf the limited food selection. I shouldn’t have to go through the challenges just to get to the home page to perform my workout, log my weight for the week, or log my water for the hour.  Update: I agree with other reviewers, this app is a scam! It’s not worth the $9.99/month. The calorie counter section does not include many options the barcode scanner does not pick up barcodes leaving you to enter them on your own. It does not let you go back and fix previous day entries (i.e., water intake from the previous day), if you do a different workout aside from the one assigned to you in the app or in a different app it does not count towards your progress for the day. It is pt worth it.","Like the App, Hate the Update & SCAM!"
2,2020-02-08 16:51:10,"Though the idea of this app is exactly what I want, the follow through on it has been awful. For starters, the food logging system is just pitiful, you all dont have the brand options that other apps do, and it makes it very hard to accuratley track my meals. Tracking my meals has been made significantly harder too because you all use a slider for the calories. The slider does not work as it should, because it moves as soon as you lift your finger. And even when you do get it to stay where you’ve put it, the slider locks in on what appear to be very arbitrary numbers, meaning that you can’t EVER get an accurate reflection of your calorie intake. I would also argue that this slider feature would make this app impossible to use for people with any sort of disability that limits their dexterity, and for individuals with poor eyesight or diseases that cause their extremities to shake.   I have sent the above information directly to the contact listed in-app, and I would like to say that if the developers changed these two things (the slider, and the sub-par food database), as well as the lack of reasonably priced/attainable ingredients in their in-app recipes I would be willing to give the app another try and probably rate it 5 stars, but until then I’ve got a year long subscription to an app that I can’t use properly.","Great idea, poor execution"
2,2020-03-28 07:37:49,"The set meal plan and exercise regimen is an awesome idea, and I think the workouts were pretty good and the recipes were fairly simple too. But there are way too many bugs for the price of this app. For almost a week, I wasn’t able to access the exercise videos, which is the main feature I was using. Then today I logged on and it said that my subscription had expired while I was still paying. So I cancelled my subscription and go figure even though I had paid through the 1st of April I can’t use the app any longer. I think the developers are more interested in making money off of people than providing a quality app, which is a shame because they could get so much business during this quarantine situation. Another thing is you cannot change the meal plan you are using or at least it takes a while to actually change. So that’s kind of annoying. If you use the keto plan, I checked and the recipes contained more than the 20 carbs that you’re supposed to be eating a day, so it wasn’t truly keto...  But fortunately, if you have a Fitbit, Premium subscriptions are now free for 90 days, so I would just use that.  One thing that was nice was that on the Facebook page they have been posting workout videos almost daily recently, so I’ll give them that.","Great content, too many problems with the app"
3,2020-07-23 23:16:21,"I really wanted to give this a try. Had the free version for a while so said why not. The workouts are tailored to your goals which is rlly a nice touch and different than any other app I have used. They get points for that. But! And it’s a big BUT. After purchasing there’s not really anything added from the free version aside from simple log/tracking, most of which it just grabs from the iPhones health app anyway. You get these ads for extra “challenges” that are like 30-60$, not included. The tracker doesn’t let you log your own work outs which you will need to do some Bc theirs feels like it misses a few things. It tends to force quit when doing the outdoor walk/running work outs. The meal logging also makes you do some guess work as to the weight of any item you eat so it’s not so accurate.. That being said, You will end up using several other apps to fill in where this one fails. They do have a great IG account with plenty of challenges and food/diet recommendations. They have a support person on your account you can reach out to as well which is nice. But again, There’s no reason to spend your money here, the price is kind of outrageous for an app considering how much better the competition is in this space.",Not worth the $
3,2023-10-26 18:43:15,I’veused this app for about a month and I’ve done the exercises everyday but it has recorded about 3 of them. And sometimes they just don’t work!  I’ve emailed or tried to leave a comment about this but no one has gotten back to me. I want to like the app as it was keeping me exercising for at least 15 minutes a day or more but frustrated that I can’t track my progress and that my attempts to get it resolved have been met with radio science as no one will get back to me! Billing me didn’t seem to be an issue and the only communication I’ve had. I do however like how you can log calories weight other exercises and that the exercises on the app are pretty simple but some don’t seem very safe and can leave my back hurting. I think if I didn’t have a few years of pilates under my belt to keep my core strength I could have I injured myself with some of the not so great descriptions of how to do them. Please someone get back to me about how it won’t record my exercises. And when a bill is coming up it would be nice to get a reminder. But I feel like I should be reimbursed for the last 2 months as I am paying for something that doesn’t work!,Doesn’t record my workouts
3,2021-12-01 10:26:24,"UPDATE: So I emailed them and I did get my money back. The developer asked me to update my review. I will say that they were quick to respond to my email, which I found in these reviews, but didn’t find in the app. Regardless, I’m glad they honored the refund and I hope that other people find the app useful. The customer service was quick and I’m pleased with that. . . . . . Well I paid for 3 months for a program that claimed to be geared toward metabolic typing— it’s not, claimed to have great meal plans that are really just lists of recipes with no actual guidance as to why they’ve chosen these meals, no shopping lists, nothing. And their money back guarantee is a JOKE. You cannot go through the App Store and have to send them multiple ridiculous screenshots. SAVE YOUR MONEY and use any other free app out there. I wouldn’t call this a scam, but it’s completely useless and misrepresented. Also, there’s some sort of comment from the developer saying they can’t find peoples emails? That’s not something that is even asked for upon cancellation. If these developers aren’t trying to just keep peoples money dishonestly, they’re doing a great job of acting like it.",worthless “plan”
1,2018-10-28 13:12:16,"I really loved this app when I did the free trial, so I bought the lifetime subscription. But it now seems that once I’ve completed 28 days’ worth of exercises, there’s nothing left to do in the app.  Will you be adding workouts beyond the 28 days?  I certainly hope so.  If not, I recommend those who love the app purchase only a one-month subscription rather than waste money on a lifetime one, since you only get a month’s worth of workouts anyway.  Three stars instead of five as a result of this issue.  Tempted to move it to two.  Update: the developer’s response was misleading and entirely inadequate. They responded to my complaint about only having 28 workouts by noting that there are 7 different programs.  These are in fact only the “arms”, “legs”, “abs” etc. sections, each one containing only 4-5 moves and lasting roughly 5 minutes.  You have to combine all 7 to get an actual, full workout, and there are only 28 total.  Once you have completed the 28, there are no additional workouts. If you’re serious about getting in shape, don’t get this app. You will only get in shape for 28 days. After that, you’re on your own.  As a result of their response, I am lowering my rating to one star. Should they expand to additional sets of workouts, I’ll be happy to increase my rating. As it is, extremely disappointed in my purchase.",Only 28 days?
1,2019-10-04 12:44:32,"I signed up bought the app, have had it for a long time pay my dues regularly except recently. I got he app because I wanted to be healthier, life had other plans. And the app and I just couldn’t do what I needed to do to to get there. So I deleted it. And then saw I kept being billed for the service that I was no longer using. And there is no where within the app to cancel the purchase. Because what’s to point in having to pay for something that you quite frankly have Zero time for let alone cannot do half or more than half of the exercises because of personal injuries I have sustained. I think this app is great for someone who 1 can afford the time and actually do the exercises within it. You will loose weight, tone up, or raise your heart rate, and if you follow the diet plans inside it you will most definitely have a healthier disposition to be sure. My biggest issue here is I cannot use this app and I have no way of removing it from my phone let alone from having to pay for it each month. Which is not working for me. So please tell me how I fix this issue I just want it gone. I know I can remove it from my cell and have done so before, but I think it’s just crazy to have to continue to pay for it when you cannot use it. Please help me. Thanks...  -Not to happy-",Great app but not happy about other stuff
5,2020-08-27 17:02:28,"It was really troublesome for me to work out regularly for a very long time. I work extra 20 hours or even more every week, it was really difficult to fit a full-blown training session into my daily schedule. It became the least important priority, and I regularly skipped training instead of regularly exercising. This app was a game-changer for me. There is no way I don’t have 15 minutes to train every morning. Plus, the workouts continuously change so I don’t get bored. I usually like to go at my own pace, and it seems to me that the system in the app motivates you to push harder, but it is not a problem at all. I measure my changes each week, and I can say that I got much leaner than I was a month ago! It is actually much easier to extend your sessions once you get used to the short ones. I think my friends don’t want to hear me talking about this app any more as I do so much, but it really is that good. Try this app, you will be surprised how easily it fits into your routine! I guarantee you won’t regret the dollar spent!",An App for those lacking time
4,2021-10-27 20:21:14,"These meals are delicious and though I just started the program 5 days ago, I’ve already lost several pounds. Problem is, and I’ve emailed customer service about this, there are errors in either the ingredients or the recipe. They don’t always match up. Example: the ingredients will mention one vegetable and the recipe never mentions that veggie or what to do with it. Or the recipe will say heat oven to 180 degrees, (180?) and Carbs 25 minutes. Carbs?  Do they mean cook?  I’m assuming , yes. Photos don’t always match recipe: strawberries in photo, but pears in the recipe. I just feel that the editing is poor. And if the meals are not edited, what else might be incorrect. That being said, I like most of the program. Not love, but like. The workouts and articles are good. The logging of the recipes could be better when it comes to scanning a barcode for nutritional value. The MyFitness app scans and all the info pops up immediately. Here at BetterMe, after scanning, so far I’ve had to fill in every detail, fat, carbs, protein, etc. myself.  Hope this helps some people and I hope BM can look into the issues.","Enjoy the meals, but…"
3,2020-04-15 13:59:56,"Maybe I’m just not the right target group for this app but I do feel it is lacking    The workouts are nice. They start at your level and increase as time goes to make sure that you hit your goals. It also gives a great clip of how to properly do the workouts. You can choose the type of workout you like to do (run, home workouts, gym etc.) but it only lets you select 2 options. I do think the app should make an option to have the workouts run through instead of having to hit next or skip to continue. The meal planning is a nice feature but this is where I have an issue. Not a day in my life have I attempted to make an open chicken, squash and ricotta ravioli topped with brown butter sauce. I feel that the meals should be more simple than a recipe that just sounds nice. Especially right now during this quarantine when shopping isn’t the easiest. Meals and water intake are on a preset sliding scale so not much room to customize the actual numbers.   Also, I feel that a trial would be beneficial. I don’t like apps that make you pay for the membership before you even see what it offers. However, I did bite the bullet and purchase the 3 months.",Needs to be more personalized
5,2022-03-13 22:33:43,"I’m returning to this app after a year hiatus.  At the end of 2020, I decided I needed to focus on something other than Covid. My husband and I had been dealing with infertility for 10 years and I know I felt solely responsible. We had a talk about trying IVF and I decided that I was probably not at a healthy weight to be considered for it. An acquaintance suggested this app, so I downloaded it and hit the workouts and calorie tracking hard. I feel that I saw results pretty quickly and was super excited to be on the right track to healthy! Two months into using this app, I started looking into clinics that offered IVF. I didn’t need to though, because the same month I discovered I was pregnant. We welcomed our daughter at the end of October 2021.   I truly see now how important my health is and I have this app and my experience using it to thank for my new outlook. I’m excited to take up where I left off! Thank you for the hard work you’ve put into this program! It has been life changing!!",SUPER Effective
2,2020-08-04 16:46:34,"For the cost of using this program it could be set up much better.  The food tracker part is seriously lacking.  I can not even accurately use it.  So I’m paying monthly to use the app, but I have to use a completely different app to accurately track food which is a hassle.  The food can only be recorded in ounces.  If I am eating a cheese stick on the go, I have no idea how many ounces it is. If you scan it on the app it may show up as a kraft Colby cheese stick, but you still can only document it in ounces.  You can’t just log one cheese stick with the correct nutrients. Several items I have used are not in the database.  If you have to manually enter the item, you can only enter the calories.  When watching carbs, proteins, and fats, only being able to record calories is not efficient.  All the food that is not in the database for this app are in the database on other apps with accurate measurements.  Any challenges you want to do have to be paid for on top of the regular cost.  The program is not that well set up to account for the cost of using it.  There are much better apps available that are significantly cheaper.",Not worth the money you have to pay
2,2023-10-12 14:58:27,"To start: IF YOU HAVE STRUGGLED WITH ED, DONT GET THIS. I was anorexic for years, weighing only 94lbs at 5’2. I was calorie counting and constantly weighing myself. It took a lot for me to heal and now I’m a healthy 140 after 2 children. I love my body, I feed myself like I’d feed a loved one. I’m still uncomfortable with my breast size but the rest of my body is easy to move and carry on day to day life. I’m happy to wear anything. I’ve had 2 surgeries this year and I’d love to strengthen my core again, where my surgeries were performed, after allowing myself sufficient rest. Instantly, this app begins by telling me I’m “overweight” according to BMI (proven to be archaic at this point.) I just wanted an app to give me guided workouts, especially those that may help release emotions and trauma. Instead I got diets, calorie counting, BMI shoved in my face. Even the intro audio on beginning is toxic telling me I struggle to say no to an extra slice of pizza. I’m still waiting to see the actual work outs assigned to me, but I’m already hating how this app makes someone feel. It’s no wonder so many women struggle with image and disordered eating. I’m not going to be on my death bed wishing I had said no to a second slice of pizza",Predatory
5,2020-09-21 19:59:58,"This is an excellent app for weight loss, tracking calories intake, water intake, as well as workout and daily steps. I am doing the 16hours intermittent fasting and amazed by the results in terms of weight loss! I honestly never imagined an app would keep me as motivated as I am today as I usually lose motivation when it comes to healthy cooking and prepping meals. This worked out well because It lets you select the time you want to spend prepping meals and the ingredients you prefer using, so the suggestions for the Keto plan I chose are working great with my schedule, similarly to the exercise portion of it. The only thing I wish was easier to do is the food tracking, I wish it had a feature to group food in a recipe so I can use it another day if I made this recipe again, also if it had a history of the most recent items I used or the ones I keep reusing.  The last thing (and it’s not as important) but could be improved, is the ability to add fractions the your weight when you log in.",Very Motivating!
1,2020-05-06 06:42:51,"I thought this would be a great option to help with accountability and extra guidance through my health journey. I signed up for the 3 months of fitness and food, totaling $50... however, cataloging meals is pretty nuts, everything defaults to the same ounces when scanning upcs, so u have to change everything, there’s no way to add recipes or extra nutritional information... I’ve had a lot better calorie counter apps and just wanted the daily workouts, but realize after only a day or two that this app isn’t really helpful at all and has very little customization compared to other apps. Also there was no option for a workout that couldn’t be done... for example, the workout today should have been a 10 min walk, but I don’t own a treadmill and it was pouring rain outside, there was no way to swap for something else. I wanted to cancel and get some money back, but unfortunately I’m stuck with the loss of my $50 until my months are up. Thankfully I know to go into my Apple account and cancel when the time comes so I don’t get charged over and over and using this app has caused me to research and download several other similar apps in hopes of finding one that’s got less kinks and will be a better fit.",Wish I had selected the lowest option...
4,2023-10-19 13:33:53,"The app does an adequate job of helping you keep everything you need to track in one place for the most part. The calorie tracker is very frustrating and time consuming to use however. Simply adding functionality for it to automatically resurface items you’ve tracked before (many of us fitness folks are creatures of habit) like other apps do would go a long way. Instead, it only “remembers” the last 10 things you tracked and after that you have to start from scratch with a new search. Entering key search terms like brand name and item produces an at times seemingly random list of things with the same names and different calorie counts. It takes 3x longer to track a meal than it does with MyFitnessPal and a lot more concentration, sometimes even requiring me to look stuff up online and compare. I’m keeping the app for now because of the exercise program, but unless the tracking becomes a lot more user friendly it’s not a long term solution given the cost.",Decent but the calorie tracker is lacking
1,2020-08-21 22:13:50,"Everything cost extra. Wanna do some face yoga? Pay. Wanna avoid sugar? Pay. Even recipes say they are locked then ask you to pay, but you can not. The pictures don’t match the recipes. If you log food it has all sorts of store bought stuff to choose from but that’s not what I’m eating because I’m trying to lose weight. I like the scan the barcode of food option but why does it automatically log 3.53 ounces of everything. You can change weight but it lets you click on once’s as if you can change it to grams or liters or? and a menu pops up but there are no other options. This app is ok if you are vigilant about not paying extra but its not worth the price and then they have the nerve to wanna charge extra for all sorts of options. It’s crazy. The only thing I think is worth paying extra for is the personal trainer. But I never would bc this app seems desperate to over charge you and I would not trust them to be clear about your actually getting upfront. I’m already not pleased with what I did pay for. Edit: You responded to my review by asking me to email you guys but your contact us link allowed me to write a long email but the button to send never became active. I just want my money back.  Please refund my money.",Thirsty app
1,2023-08-03 18:48:10,I downloaded it thinking I was getting “bettermen” app with a military training program. Instead it was this. 3m for $20. The daily challenge I joined was HIIT 30 day and it doesn’t even exist! There are no workouts to it? I hate the food library/log. It’s the most inaccurate one I’ve ever seen. You also can’t save your favorite items for quick additions. Measurements are limited as well. Won’t be using it. The workouts are okay. Videos are good quality and they explain how to do the exercise but very uninspiring. Robotic. There are lots of types of training from yoga to senior to boot camp. But why do I need those I didn’t sign up for those? I signed up for a military style regiment. There’s only about 10-20 workouts per category. It records the activity of the workout. I gave it full permission to my health app. I wish you could filter workouts by equipment. I workout at home. I have only dumbbells. But I can’t find any workouts with just dumbbells. It’s only by category. Some workouts have equipment that I don’t have. It’s very limited for home workouts. The reading and advice is probably the best thing this app has to offer. It is motivating. I wouldn’t recommend this app to anyone.,Not as advertised-very misleading
5,2020-08-13 23:09:35,"I had back surgery a few months ago.   I am 68 and looking to get back in shape. Last year at this time I was 121.   Two weeks ago I was 160. With being home recovering and with the pandemic; this 5’5 foot person was OUT OF CONDITION  and feeling miserable. I couldn’t get through my day without sugar be it candy or cakes or ice cream.  I was eating junk food for my meals. My only exercise was from a comfy chair to the fridge or pantry and back. 😬😎  I don’t have those cravings anymore. I have followed this program with ease. It keeps me on track and I am down 7 pounds. I expect to be 130 by end of September.  I am never hungry between meals and the exercises are awesome. You put as much energy as you’d like for 15-18 minutes and your done.  You can add more if you’d like.   I like to walk and add  walking every day.  Something I couldn’t do before my back surgery.   Lastly, it keeps me accountable.   I used to talk myself into sugary this or that but if I stay true to this program; the results will be a happier and more fit me!!!",Loving this
2,2023-08-07 11:57:16,"My 1st Pilates workout with Better Health and I am pretty disappointed.  After going through a whole survey so the workouts are “designed” to fit your level of mobility, I was really quite disappointed.  I have a double hip replacement but I’ve done all kinds of workouts before and since the surgery.  The skill level that I picked was easy, beginner, low impact, etc.  The moves themselves were not the problem at all, nor was the pace per se.  The problem is the transitions from standing to floor.  How can you transition randomly from a standing move, to a lying position move?  For one it doesn’t prompt you that the next move is sitting/standing.  Second, even the position of the mat is different between moves.  This does not make sense at all.  Not just for myself,  who needs extra time to transition from standing/sitting, but I can see this being a major flaw for many “beginners” that can’t just hop up and back down every 30 seconds, and most certainly not be able to complete the workout in 15 mins with the pauses and adjustments that you need to make to perform the simple move!",Terrible translations from the beginning
2,2021-11-27 01:31:58,"I’ve used several health apps over the years and  thought I’d give this one a try after seeing an ad. I was prepared to potentially waste $40 if it wasn’t as good as it appeared. Aaaand…  It’s not. I found the process to track food cumbersome. The barcode scan didn’t work on a single food I tried and many foods weren’t found in the database at all, so I had to manually enter the macros. No ability I could find to copy a meal, so I had to go through the same annoying process of entering each component of my breakfast every morning. After Day 3 of that, I’d had enough. Other features, such as weight and exercise tracking, were difficult to navigate to and set up. Nothing user friendly at all about this app. $40 blown. That they don’t offer a 7-day trial should tell you something.   There are far better options out there, so I’d suggest googling “best health and fitness app” and reading a few articles to find one. That’s what I did and found a far superior option for about the same investment.   Oh, and I find the responses BetterMe gives to critical reviews here annoying. Don’t blame the reviewer, folks; make a better app.",Meh. Not worth it
