Score,Date,Content,Title
5,2023-07-24 00:07:51,"its a really good app, really works the brain and etc. I have a bit of ADHD so it gets kinda hard to focus on it without gettin overwhelmed with the repetitiveness in some of the games. It really the games are really fun tho, puts your brain to work. To me the repetitive games are hardest because again, ADHD🙄but its helped me a bit with being more focused and believe it or not, you can get better with being more observed and pay attention to detail a lot more, it helped me a lot! Right now i’m 20 yrs of age and plan on having children with my gf. If any of you people are parents and see that your kid is struggling in someway educationally, i advise that you download this app and get them into this. I definitely plan on gettin my future kids into this; it can really help them get more focused more organized and so on. It even gives you back the results/reports of what you’ve done. But yk with any app you gotta pay for a plan to get em(but hey, they gotta make their money, can’t hate on that)",Its Amazing!
5,2020-01-10 17:17:53,"I didn’t expect I need anything like Impulse, but after watching the ad on Instagram I decided to try. And I’m so happy I saw that add!! The app is amazing, user experience is so neat and the color scheme is perfect. What i like the most is that I only need  5 min per day to stretch my brain muscle. So I complete daily brain sessions and feel really better (on a 17th training day now). Pricing is a bit tough in case of taking a monthly subscription, but I successfully utilized the Christmas offer the app proposed. Just for the price of 4 cups of coffee I now can have lifelong brain training!! I would advise the developer to add some brain music and sounds, say for focus, productivity, concentration (I personally consider this to be crucial for effective working or studying). Apart from that, are you planning to add some training streaks? I noticed in other apps that this feature motivates me the most. But anyway the app is great and i recommended it to my friends and family (and i’m not the type of a person to recommend every stuff i see)",Amazing brain workouts!!!!
5,2023-04-28 12:38:49,"This app is AWESOME I’m talking AWESOME. so first off, the app has ads only every once and a while, not every second and they are pretty chill because you only have to wait five to ten seconds to skip. They also have sales that one times gave 92% off of a premium package just because I picked the right box. You can also just remove ads for 5$ without ur having to buy the whole premium package. The app is also so fun for an adulation and mind game. The mini games that they do are so fun!!!! And yet it also tell you what it will improve on. For example one game might say at the bottom, “improves creative thinking” You can also start a streak and play little work out games every day. I honestly love this game so far after I got it YESTERDAY. I play it every day before bed or in the day when I’m bored because it’s usually hard to find fun games without getting bored of them. So I think this is the perfect game for all ages and all genders. DOWNLOAD IT IT’s WORTH IT",Why Impulse is so amazing
5,2022-08-12 02:29:11,"It’s great so far! I originally got it when I saw the AD on tik tok. I thought it was gonna be another bad app, but it’s actually not. It actually gives you exercises and games and tests that allow you to see things in a different light and jog your memory on things that maybe you need more focus on. For me, I need focus for my job. It’s extremely difficult to focus sometimes because I have so many things in life that I’m dealing with, and I get cluttered. This allows me to be active for my brain in my off time, because honestly, everything else started getting boring, even Tik tok! It doesn’t feel mindless and boring, allowing me to at least grow while in my spare time and not wasting seconds, hours, days on mindless entertainment. The best part is that they’re not the same questions every time, math problems, vocabulary questions. If you need touch ups on your brain and maybe need to learn something new, this is the app for you!","I got this out of an impulse buy, but…"
2,2022-05-05 08:10:58,"I got this app thinking that I could relax by doing some fun puzzles for free. I have never seen so many lengthy ads that force you to interact with them as I have in this app. Due to the annoyance of having to deal with the same lengthy ads after ever one or two free activities that I did in the game, a pop up came up saying that I could get the great deal of having ads blocked for $2.99. I went ahead and did it. Then I kept playing and ads kept popping up. When I contacted the app customer service about this they replied that the ad block was only for that one specific puzzle out of all of the activities in the app. They also said this was “clearly stated” in the pop up, which with I disagree. All I saw was the words “ad block for 2.99.” If I had known, I would not have paid for that and I would just have probably deleted this app. There are other comparable apps that are interactive and good for different types of brain training, albeit in separate apps, but unless you pay for this app (which is actually a subscription either weekly or yearly) it is too frustrating to use.",Careful not to “impulse buy” all your money away in this app
1,2023-04-04 13:33:15,"This application is partnering with algorithms that harvest user data such as Instagram and Tiktok in order to push fraudulent advertisements tailored to individuals that are more likely to click and buy a subscription. I have ADHD. My TikTok and Instagram algorithms know this. I recently started seeing Impulse ads on both platforms that states “WHAT’S YOUR ADHD TYPE? TAKE THE TEST” implying that, within the app, there was some sort of ADHD type test. I thought “that sounds interesting” and started a free trial. Interestingly, this test was nowhere to be found. I thought “maybe it’s a premium feature?” so I mistakenly subscribed for $6.99 (I will be getting my money back from Apple). Nope. No “ADHD type test” anywhere. In fact, upon googling “impulse app ADHD test” I was shocked to find there are NO results except for the TikTok and Instagram ads themselves. Then it clicked, that this developer is utilizing apps with access to marketing and personal data to push fraudulent ads in a targeted manner. The brain-scan images that the company used in their advertisement, hilariously, have nothing to do with ADHD. They are stolen from an academic paper.  ADDON - THE APP KEEPS DOWNLOADING ITSELF AFTER YOU DELETE IT. This is absolutely malicious",Fraudulent Advertisement - THIS IS MALWARE
5,2020-01-10 20:25:38,"An amazing discovery for all those who search for self-improvement. I wanted to use my time in commute in an efficient and fun way and that's why I searched for brain games in the first place. Impulse absolutely lived up to my expectations! I love their workouts - a little bit of work every day gives me a sense of fulfillment, it's not that I just played some goofy game on the phone, I actually DID something to develop my memory and improve focus. One thing to consider there is the brain-boosting habits, maybe it's worth paying more attention to them? Very often they seem appropriate and cool, but since they're not explained or anything, I just ignore them. If the workout is not enough for me, I can always go to the games and spend as much time as I want playing whatever game I like. My favorite category is Focus, so I play it the most, and recently I noticed that it became easier for me to concentrate at work. Probably, I'll try to binge-play other categories as well, hope the results will be just as good!",Useful app
1,2023-07-21 18:54:20,"Collects your personal information then there is basically a pay wall. You take the test but it won’t give the results unless you pay. Like just tell me upfront instead of trying to scam me. There is no information validating the results here. This app ONLY trains you to watch ads. Technically you can play for free but you will spend more time watching ads then playing the game. And everything else is behind a paywall. Apps like this should be illegal. They are super creepy. Gathering data on us without accountability.   Honestly, I am willing to pay for an app but I need to see some results first. But I did not last 15 minutes with the amount of ads. Tbh this app is no more helpful then any of the brain teaser game apps out now. Moreover, for an app for concentration, my ADHD does not have the attention span for all the ads. Seriously like one 30 sec ad for every level which take me about 15 seconds to play. It pops up that you can click through after five seconds which means you can click after five then it pops up an app store ad which takes five then after you click that it holds on the ad for another five seconds. Do yourself a favor, find a better app.",Scam app
5,2023-10-20 07:26:52,"Must say impressive and actually pretty cool. Didn’t know if I would actually like it as much as I do. I haven’t tried all the options they have like the “IQ”and “ADHD” type, right now I’m just training my memory along with keeping my brain & mind sharp. And the games provided for the level im on is pretty intense and exciting. The levels increase in difficulty as u pass each one. Which is where the intensity comes in for me. I only do it for 5 minutes a day. Bc I don’t want to get to addicted to it. I think it’s to late for that now.  I always read the reviews before downloading or putting my time into one much less leave my opinion on a review. But this one was actually worth it. So good job to the developers and everyone behind on the making of this which took some talent and time. Very satisfied!! 🤩🤩 will keep playing until it won’t let me play for free anymore.","Impulse- memory, brain training, & mind sharpening skills"
4,2023-01-30 04:08:51,"More of a support ticket but, certain question on the test such as, “Do you tend to think in more images or words?” Only has two responses. Though, while I’m sure that most people only can pick one or the other, I tend to think in both at the same time if possible. Answer choices such as images or words exclude those who think in both. It’s just a suggestion that you add more moderate answers for a couple of the questions, or all. The other tests I personally didn’t have too much problems with, yet I’m sure someone will complain anyways in the same way I am. It’s a great application that helps those who struggle with certain things, such as memory, strengthening your peripheral vision, focus, and more. The games are also engaging and easy to get into. So if you’re a person who is looking to acquire this application, get it, it’s worth it. To the developers, this is just a suggestion, you don’t have to follow through on it. Good job, keep it up!",Left vs right brain test
5,2023-07-13 03:02:08,"The games are pretty fun to play and it also tells you how well you did relative to other people in your age range which gently motivates you to do better (if you like competitive games) while also keeping you updated on your progress. Some of the games are similar to the sort of testing I had done during my neuropsyche. eval. for ADHD so I feel like that adds to its credibility of being a brain-stimulating app. I also like how they paced the increase in difficulty of each game. When you’re further along in a game you can give feedback on if the last level was too difficult or easy which adjusts the next level accordingly. The games definitely feel stimulating to say the least, plus there’s a bunch of em so you’ll likely not get too bored or just good at one game if you play with the intention of bettering your brain.   P.S. the UI is very user friendly",First impressions as someone diagnosed w/ ADHD
1,2023-03-19 18:40:59,"Happily was utilizing their free trial period that implied that all features and games would be unlocked, so I also took an IQ test which lasted for fifteen continuous minutes. First, notice that the tests have an almost hidden disclaimer at the very bottom of each test overview that states: “for entertainment purposes only.” I overlooked it so I took it anyway, and then at the very end they give you a sneak peak of your results and then ask you to PAY even if you’re already on a free trial. What a scam. I was excited so I paid for a weekly subscription anyway, but notice how they don’t mention this “disclaimer” on the purchase screen, they just do everything they can to minimize cutting you off the lead and take your money. I’d say it’s really dumb, much wiser would be being more transparent with their customers to build long-term trust and reputation. But this… this is no different from other mainstream “brain tests” and “exercises” you find on the web—where all they want is just your cash. The test result wasn’t even comprehensive, no mention what scale they used or base for questions. But my money is already gone. Obnoxious.",Think twice before opening up your wallet
5,2022-07-29 15:28:19,"I am a recoverinopen brain injury from about 10 years ago. My mind is not as sharp as it used to be and I have a very hard time remembering things, especially my short term memory. This game has helped me tremendously and I can actually feel the difference in parts of my head that haven’t been used, (if that makes any sense) in such a long time. Granted I’m not the fastest one to complete the task but I do get it done. I can tell a slight difference within my memory issues and Ive only been doing it a couple of weeks. It feel so rewarding to know that I can “wake” my brain up in certain areas. My neurologist recommended a application just like this to try and get me healthy results and it makes me feel so much better  no more embarrassing moments when I can’t remember something mid sentence. Great app, I love it and would most definitely recommend it to neurological patients.",Exercise for your brain-best app!!
5,2022-02-12 01:04:50,"After going through chemo a few years at 30, my brain doesn’t function the way it used to. I love this bc it’s helping retrain my brain, improve memory and executive function skills. I had to do this with art too, to get my creative mind back. I always enjoy brain games for stimulation, I had it for one night, found myself playing it til 1A Ooops and decided to spend the $40 for the lifetime game. I like to invest in my health and this will be sooooo beneficial to get me back to my A game.   I was going to neuropsychologist and she gave me similar exercises. This is so much more cost effective than medical bills! They still don’t really know what causes chemo brain and there aren’t really therapies out there for it, so I’m all about trying anything that will help! It’s totally worth it, coming from someone who does not buy apps and uses free version of games…I made the exception for this one! 🤍🤍🤍",Chemo Brain & In Love 😍
5,2022-10-03 15:23:41,"I fear brain doctors, for their worth of advice. That is all “ it is called a tooth” when first started legal tests. I was told I would have a different reflection other than what I am ,  I am here taking this review lightly! And I want to learn self inspiration out of the many things I had to learn and do. Thank you for the app! I will use it to the best of my conscious betterment to evolve a better connection through a history  that was commuted by war. And I value my life with most of all and a higher being does not bother me of just a shoulder shrug. HBO brain games since I was a kid. Was not a topic but today’s question. The brain doctors were part of my sympathetic life in hope of my pathetic being. I may feel a bit strange, but walking out from the light felt like a dead nail. Thanks for the app and please review my review with thumbs out!",1) after all it has been
3,2023-10-09 10:45:52,"This is an interesting app. I have played a lot of mind training games. They are some of my favorite apps. This one is just ok on the brain training. One thing Indo not like about this app is the constant 99% score.  No matter how well I seem to do in different categories, the top score is 99. As an educator who specializes in success strategies, this is a bit of a pet peeve of mine. Like the developers want me to keep coming back over and over to get that 100. I find this concept less motivating than beating a high score or something.  Sometimes some of the games do not set up correctly. I actually paid for a year of this app and then requested a refund for this very reason. This challenge added to the low motivation to create a less than ideal brain training app.  I would definitely compare this app to some of the others. If you want food archetype info this app will break that down for you. But the brain training is better found elsewhere.","Info is good, games just ok"
1,2023-06-07 16:29:42,"I wasn’t aware that there was a charge to use the features. After answering most general questions, app then informs you of weekly/monthly/annual charge or offers you a free 3 day trial that will auto renew if you don’t cancel. Because I hate those traps and can never easily find the cancelation I’ve is started, I selected to quit the app and not sign up at all. Instead, the app continued and took me to the screen as though I’d accepted the free trial.  I immediately left the app and went to my subscriptions through Apple to try to cancel any subscription that it implemented without my consent. However, it didn’t show up in my subscriptions, but it did remain showing in my account as “free.” I have now wasted 30 minutes trying to figure this out. Ultimately, I deleted the app from my phone. Hopefully, that is sufficient to keep it off my subscription and account. I don’t know exactly what happened, but save yourself! If you don’t want to pay $6.99 a week for this app, don’t even open it!!! It’s a trap!!!",App signs you up even when you don’t accept the free trial
5,2023-05-30 13:48:16,"I’m New to this App, but so far I truly enjoy it!!! I’ve been searching for an app that could rate my IQ & this is definitely the best app for that! Not only does it rate your IQ, it also helps train your brain. The games have levels, So you actually start out on an easy level & of course if you complete it with No problem it goes to the next level which is of course, more difficult. The only down side so far is the fact that you have to pay ($6.99) which isn’t that bad. It’ll be absolutely worth it when you’re literally getting smarter by using the App. I’m not sure how the (Free) version works, because I done the Free Trial, but I’ll definitely do an UPDATE REVIEW at the end of my trial & give my Opinion of Everything. I’m really looking forward to seeing how much this App can “Train This 🧠 of Mine”!!!",Very Intellectual!!!
5,2023-04-19 06:43:03,"I work nights at a factory. My time to do stuff is limited between work and spending time at home. I’ve found that other apps like this tend to hardly work or feel to bland. These guys have found a way to make it feel fun and challenging while working with your schedule. It feels more convenient and easy to just pick up work on your daily tasks. The best part is that you can do so much more than just play cool little games. There are the games, puzzles, and tests that they offer and let you play on your own time and pace. It shows your growth in the different areas of your mind, and while also showing you where you scale in the group of people your age. I went ahead and bought the life time deal. It’s surprisingly a affordable and fun way to train your mind and work on where you lack.",Solid
5,2022-11-05 23:03:56,"A few years ago I bled out. Shouldn’t be here. My brain showed little activity. My speech was a mess. Short term memory gone. Processing speed was horrible. Critical thinking skills lacked. Staying on task impossible. The Aphasia program was awesome, but dropped working with adults during the pandemic.   This App is pushing my brain in ways the Aphasia program used to. I’m an athletic person and am used to working up a sweat from physical activity…well this App can make me sweat. That’s how hard it’s making me work. It’s awesome. I’m scoring up 99% on tasks in comparison to other users. Considering what I’m recovering from - That. Is. Awesome!!!   Exercising the brain will provide improvements and give results beyond what the experts say is possible. All you have to do is work your brain off and anything is possible. ♥️",Awesome for recovery from TBI/non-traumatic brain injury
5,2022-03-30 20:49:27,"I was hesitant to try because some “brain teaser” apps I don’t find useful enough for the price, but this one is well worth it. One of the only few educational apps I would put my money into. It is free to try, but to unlock access to all of the content does require a subscription of $7 weekly. However, you will find that these games are addicting, helpful, and aesthetically pleasing. They give you a very calming mindset and are lots of fun. I could play them for hours. I have noticed a great change in my day to day life since I started playing it daily. My awareness is sharper now. I find coming up with words in conversation is much easier than before. I am able to remember certain tasks and responsibilities that I would otherwise have trouble recalling. Such a wonderful app! Keep improving.","Fun, helpful, beneficial to your life!"
5,2022-08-18 05:14:14,"I absolutely LOVE this app! For a long time, I’ve wanted an app with multiple bite sized brain challenges or puzzles to be able to solve. This app gave me just that! I love the Workout section (or at least the free workout so far), and although I haven’t had this app for long, I can definitely see myself using it for a while. I haven’t bought any of the subscriptions, but I still feel like I’m getting a lot out of this app. So, if you can’t afford the subscriptions but you still want an app like this, this is a great choice. I can understand that some people might get frustrated and or annoyed about the amount of ads, but compared to a lot of other games I think the amount of ads is worth it. Overall, I personally love this app and I would definitely recommend!",I’ve been looking for an app like this!
5,2023-03-22 14:24:59,"I have noticed my mental decline over the years and felt unsatisfied, so one day I realized I wanted to take action on it and do things to help me keep my mind sharp. That’s when I found Impulse and decided to give it a shot.   Ultimately, the results speak for themselves. I’ve been slowly making progress and I’m able to play certain games at a speed and precision I didn’t even realize I was capable. I cannot speak as to how well using Impulse has actually benefited me, but my mind feels sharp and I continue to get better by the day.   In terms of features I’d like to see in the future, I think there’s potential to include more gamification concepts such as streak freezes, leadership boards, and learning material to learn what could I do outside the app to keep working on keeping my brain sharp.",A must have for mental health
5,2021-10-04 06:31:02,"I’ve been using the app for a couple weeks and really enjoy it. The games are pretty unique and helped me understand what skills I’m good at and which ones I need to train more. I like that the “Progress” section shows you the average score for each category and specific game. I think it would definitely be nice to see the average score based on training skill too. For example, I noticed that my “Selective Attention” was high based on the high scores I got in a few games. I also noticed my “Working Memory” wasn’t as high based on some lower scoring games. I think it would definitely help seeing that in the “Progress” section so we can keep in mind what we need to work on. Maybe even some links to research articles or something for each training skill would be useful too",Pretty Fun and Useful
3,2022-10-27 13:41:37,"Frankly, this app is great for what it is. The games are fun, and the tracking is great. However, I was misled when I purchased a life time copy of this game. Perhaps I mis understood the nature of the sale, but this is a subscription service HOWEVER you can also purchase life time access to this app by paying a lump sum fee up front. I chose to do that during a sale they were having specifically for that deal. This was a few months ago.  After purchasing that life time access, I was STILL charged monthly for the subscription. I feel like I was mis led. Not accusing anyone of saying that it is a scam, but these guys 100% need to work on their wording when they say “life time access after paying this” but not explaining that you also have to pay a monthly subscription fee. To that end, buyer beware.   3 stars cause the actual content is great. -2 stars because the way they process their transactions are mis-leading at best.",Buyer beware
5,2023-02-12 21:13:21,"This game popped up when I was looking for word games. Then I discovered it was a brain-challenging game for various brain functions, some of which I felt were declining since COVID and aging. I found my strengths and weaknesses while having so much fun. I played for at least 4 or 5 hours the first day (though I had some obligations to finish). I ended up buying the year (for now) and set up my randomized daily challenges reminder. With each game, I have improved and learned “secrets” to get the right answers as well as completing them faster through practice. There are also other interesting “tests” that may give some insight to other brain concerns, like stress leveling and IQ, among others. Definitely worth the price. Looking forward to my daily challenges from Impulse and improving my brain plasticity!",Truly Addictive!
5,2022-02-04 03:46:43,"My entire life I have been considered a quite intelligent person by many standards but after experiencing a brain injury, memory loss due to ptsd and other mental health struggles and the general brain fog of motherhood twice over I often feel underwhelmed by my cognitive ability. I’m always subconsciously on the lookout for any way I can try to recover what I’ve lost. On a whim I downloaded the app with no expectations, unsure if I would want to go beyond the three day trial. After just the first day, I knew I was going to be investing in a subscription. The games are actually fun (hubby thinks so too) and the assessment aspect makes it easy for me to get a bit competitive. There are insightful quizzes and helpful “brain workout” plans. I’m not sure if this will have any long term, measurable effects but I’m not disappointed at all!",Satisfied
5,2023-04-16 08:55:59,"I can’t attest to the legitimacy of the IQ test or to the accuracy of the metrics that are supposedly being improved but I can speak on the entertainment value. It is very fun being able to play these logic puzzles daily and there is a clear polished feel to it all which for some might justify a subscription to the premium. To be clear: this product is technically free and you are given a good amount of games/tests but you also have the option of paying for the premium service with which you can become as smart as Einstein probably. Overall, perhaps I am a skeptic but I believe the primary way we should view this is as an entertaining app where you can complete daily logic puzzles and not as brain food. Great app though so it gets a 5* review from me.",Entertaining “Tests”
2,2022-11-18 02:56:13,"If I recall I signed up with a trial. Very shady to have such a high price and list it weekly. There are some beneficial games but not worth it in my opinion. There are dozens of plan options but really I was surprised that I was subscribed on this plan, I don’t really remember doing it and I never would have intentionally signed up for something with such a high weekly price. If you get this app just make sure to really figure out how much you’re paying, what you get, and how often.  Also, for that price I still have to watch lengthy ads in between each round? I don’t understand how this app has such high reviews when there are plenty of other apps with similar or better games for an exponentially cheaper price or free, and this is the first one I have come across that charges you weekly.   To the developers, please don’t bother responding unless you significantly decrease your pricing to something reasonable, and fix this ad scheme.","$6.99 weekly aka $28 a month, STILL HAS ADS"
1,2023-06-07 04:32:17,"I signed up for the three day free trial, read the terms that you need to cancel 24 hours before the trial ends, and then found there was nowhere within the app or the App Store where I could cancel.  I contacted Apple support as the developers have suggested in previous negative reviews - Apple says they have no record of a subscription and therefore cannot cancel it. This makes me think that I will be charged once my trial has ended and the developers are running some kind of scam.  I have never seen an app where there is no ability to cancel before your trial ends.  I have emailed the company as well, but I’m not expecting that they will get back to me.  If this charge goes through I will be contacting my credit card company to fight the charge.  This is ridiculous.  I spent an hour chatting with Apple and they’ve had to escalate it to a phone call because they couldn’t help me.  How can this company tell you to go to Apple to cancel your trial, but Apple has no record it of?",No way to cancel
5,2022-07-30 22:35:33,"Fun and lots of games that keep my brain a little sharper. I liked the IQ test, it was pretty fun and challenging. The personality test was okay but I didn’t really like the fact that it made you choose between only two options per question when some of the words or concepts are definitely situationally more complex than to just choose between the two extremes.. but I get the point and of course as it says it isn’t an administered test so I didn’t take it too seriously. But the games are great and I feel like they help get me in a sharp mood.. if you get an offer to buy the yearly package for like 16 bucks, it seems like a good deal considering a lot of the games might have their own app with advertisements and you of course get more than that with this app..",Great App
5,2022-01-09 03:27:01,"I don’t play many Mobile games, but I like this one, just a few minutes of game play to train the brain, simple math problems part is I think a really good one to help keep you sharp especially if you have a job that constantly has you doing math problems like dealing with money or measurements. Another one I thought I’d be better at is the arrow game, I was mistaken 😅 swipe the direction of the white arrow, no problem, swipe the opposite direction for the yellow arrows, no problem super easy, let’s just say I was a little overly confident especially when you start to speed up. Typical watch ads to play for free. Subscription for no ads or one time purchase. I’m probably gonna one time purchase once I get tired of dealing with the ads.",Simple entertaining challenge
5,2023-08-13 13:17:12,"So I got this app a couple days ago and I really love it! A month ago I had made it my mission to make get stronger mentally, I did some research and found out that learning a new language is great for your mental health so I decided to download a app (Doulingo) that could help me learn Russian. About a month in I realized that when I started a language lesson in the morning my head was just not ready. So I got this app to, I use this app before my language app in the mornings and it’s working wonders!!! I am learning Russian so much more easier and faster then I was before and this app helped me a lot! So thanks developers!!!!!!! And if you are considering getting this app then I suggest you do, it wouldn’t hurt just to try it out for a day!",Read if you consider getting!
5,2023-09-01 16:59:04,"With the many different test I have learned a lot about myself already. Things are spelled out, they are very easy to understand and you’re like…wow that’s right on the money but I didn’t realize this or this. There are suggestions on how to improve your mood, communication with others, your life in so many ways. It’s just amazing. And as we age we need brain games to help keep us motivated & moving forward at a great & steady pace, this app does that. The game’s challenges you in all areas of your brain & helps you to push yourself further all while telling you how you performed against your peers. I suggest this app to everyone. It is really, really worth your time & a great investment in yourself!!",Suggest this app to everyone!!
