Score,Date,Content,Title
1,2023-05-31 17:21:46,"This is the first and only review I have ever written for an app. I don’t know who thought it was a good idea to remove the ability to see your wish lists and instead combined them all into categories, mixing them all up so you can’t see a specific list. Horrible change. Frequently we use lists to purchase for birthdays or other holidays, and now everyone’s lists are mixed up in these ridiculous categories instead of being able to select the list you are looking for and specifically purchase from that list. I hope someone gets a clue and changes it back. I don’t know why I would want a list of every book on every family members list, with all of the books jumbled up. I want to see my family members full list at one time and not have to search through whatever category you chose to stick one of their items in. There’s no way to view a single persons list anymore in the app. Why on earth would you mix everybody’s stuff up? Defeats the purpose of a person creating their own wish list if you mix up their wish list with everybody else’s wish list!",Awful update. Ruined wish lists
2,2021-06-15 20:39:04,"This so called app is confused when used on the Apple Mini.  It acts a little like the app on my iPhone and yet I can’t share products like I can from my phone.   It also acts like I’m using a browser by allowing me to “zoom in” to get a closer look at images as if I were on the browser. What I would like to see is the utilization of the browser like attributes and the app like attributes and make the tablet version better than the phone version, yet still have the conveniences of the phone app.  I want to be able to immediately share something through text because I can text on my Apple Mini or my Apple iPad.  I also like the full picture view better than magnifying a portion of an image.  I find it more convenient using my computer’s browser because my finger is not in the way of images, only the tiny little cursor. My suggestion, make the Mini iPad version like the iPhone version because they are not that different since the iPad is a larger extension of the iPhone (app-wise) and not a PC.",Not very app like and not very browser like either
1,2022-08-10 02:43:44,"After almost a year of being on the fence, I finally ended my decade long loyalty with a company I was once proud to support. Nothing is eligible for 2-day shipping anymore, half of the stuff is cheap Chinese low quality knock offs, returns take weeks to process, and customer service doesn’t even speak the same language. The past few months have been nothing but ongoing issues. Oh and now apparently anyone can get free Prime shipping on $35 or more? Are you kidding me? What a joke. We don’t want video (that is riddled with ads and anything decent you have to pay extra for), music, cloud storage, GrubHub memberships, none of that. We just want fast, free shipping. This company has spread itself too thin and is no longer focusing on what made it what it is today. So for that reason, it is just not worth it anymore to me. Stop using COVID and “staffing issues” as an excuse. Get your business together or go away. It’s that simple. I am very, very disappointed in how quickly things have gone south. I will spend my hard earned money with smaller businesses that actually appreciate me and follow through with their commitments.",Parting with Prime
1,2023-07-20 00:04:30,Some reviews submitted via the app are now taking upwards of FOUR months to process. Ridiculous! The review icons have an image of the item but you can't click on it to see the actual item like you used to be able to do. That made reordering so much easier. Now all you can do is read your own review but you can't click and put it in your cart anymore or see what others wrote unless you locate the item through the Search your previous order bar or by doing a noun name search to find the item. 🤦🏻‍♀️Also ridiculous! The app keeps getting less productive with every update. It's really frustrating and annoying.  It also takes forever to find things I'm looking for. Too many layers of menus. And it is impossible to easily get order help. You have to click so many buttons and then you get a bot that isn't capable of helping and by the time you are able to click the -give me a human- button in the chat screen you are so angry you just want to scream 😱 It's depressing. Bezos is raking in the billions and we get a piece of cRaP for an app. 👎,Reviews never process or they take forever ...
2,2023-11-05 00:19:31,"Hello! My name is Cheryl and I was married for 15 years. Well, until 2020. So backstory, during the Covid-19 virus I recommend this app for my husband to buy parts for his cars. That way he didn’t have to go in public yk. He liked it and took my advice, but then he started buying things off here more and more. He would never tell me what he would buy and I didn’t say anything bc I thought it was a gift for me since my birthday was coming up. Anyways one day I got curious abt the packages and opened one. What I saw shocked me to my core I almost threw up. I side the box and 3 SIX FOOT LONG d*ldos, a rainbow gym workout set, a furry mask, a pride flag, and s*x toys. I was immediately upset and went to my husband holding the pride flag asking him if it was true. He then confirmed my suspicions. I kicked him out immediately for his sinful ways and told him to get Jesus, or never talk to me again. Years later and my ex husband is still very much gay, and I am still very much disgusted by this. I found a man Name Jerry. He is straight. And not a furry. He hates furrys. And gays. Don’t get this app.",This app turned my husband gay…
5,2019-07-16 11:13:03,"This review isn’t about the app. The app is fine with me. This is about Amazon’s subscribe and save. I had many items on it and realized the item was cheaper if I had ordered it myself. I contacted custom service and was told to wait until I receive the item before they would give me the cheaper price. I’m figuring when I did receive it, the cheaper price would be gone and they wouldn’t refund or they count on a customer forgetting to contact them.  I canceled my five year prime membership along with canceling all subscribe and saves. Prime has gotten to be a joke, too. I loved the music. Now they want to you pay MORE to hear up-to-date good music by subscribing to their music service. The only reason I had prime was for the shipping and the music. Now we’re down to one and I’ve been finding better pricing on items I buy elsewhere. Prime is no longer worth it for me. So disappointed.",Subscribe and Save is a rip-off
2,2023-07-03 23:17:30,"Search function is useless.   Sponsored ads is useless.   I’m searching for iphone mini screen protector, yet so many listings dont have what model the item is fore in the displayed description.  Open up listing, iphone 14pro only….Even when I do find one thats for it all the suggested items in that page 97% not for my device….  Then I start seeing samsung crap pop up.   I waste too much scrolling and opening up pages to find its not what I’m looking for.   The messaging interface is GARBAGE, dont even receive noti’s for them….Honestly I would buy more from them if I could actually find what I was looking for.   Was looking for a bed frame with indented legs, hardly any popped up through the numerous key word variations I tried. Wasnt impressed , so I purchased a different style.   A few days later on the app and then the style I was looking for starts being shown all over on my fone, meaning not just the app,….its obsurd to be honest.   Looks like ill be using walmart for a while….","Disappointed.  Sick of scrolling, Open product page, go back, repeat"
3,2023-05-27 02:49:17,"The app is well-designed and easy to use, but when browsing clothes, the filters just don’t work most of the time.   If you want something long sleeve, you put the long sleeve filter on, and you’d expect long sleeve products to show up, but you end up with sleeveless or short sleeve.   Testing this out for dresses too ends up with even worse results, with the fabric type filter just not working most of the time. Let’s say you want something made of cotton, so you use the cotton fabric type filter, and results will range from actually being cotton to having absolutely no relevance to cotton.   Additionally, some of the products that actually do fulfill the requirements for the filter actually get filtered out and don’t appear after the filter is applied, thus making the filter pretty useless, for example, we’ll say that you are looking for a dress solid in color, with long bell sleeves. Applying that filter will end up with some with that requirement, but most of the others having short sleeves, patterns, and regular short sleeves.   Applying the filter and sorting from cheapest also just doesn’t yield good results, where you can end up with that products that have nothing to do with the search in the top result. Let’s say you’re looking for shirts but you get microphones instead. It’s really bizarre.   Filters are supposed to help you narrow down a search out of tens of thousands of products, not hinder them.","Decent, but filters need more work."
2,2021-10-03 20:07:54,"I primarily use my iPad with the Magic Keyboard. For about the last month I’ve noticed a bug where the pointer will skip to the empty portion of the tab bar to the left of the home tab every time the pointer enters the tab bar. It’s like the location of each item is being mapped to the blank area at the far left, but *only* when navigating with the trackpad. After it initially jumps left when entering the tab bar, I can click in the blank area and will be taken to the cart. If I carefully move the pointer in that blank space, I can find the corresponding spots to click into the other tabs. As soon as I approach the actual location of each item in the tab bar, however, the pointer jumps to the empty space in the far right. It’s impossible to hover the pointer over any of the the actual items in the bar so I have to use my finger on the screen instead. (Trying to use my finger in the blank area that responds to the pointer does nothing until I enter the expected boundary area for the home tab.)",iPad app buggy when using Magic Keyboard trackpad
3,2022-10-05 23:26:37,"I don’t understand what’s going on, I could open the app, see where it says orders, etc. but that’s it. If I click on anything, and I mean anything, it continuously says oops something went wrong! I deleted the app in hopes it would fix the problem, but that only created a new one. The app has completely disappeared from my phone after updating it, I guess that’s what they wanted me to do but… the only way to get to it is through the App Store. The app refuses to be on my phone. What is going on? I’m not gonna go onto the App Store every single time I wanna try and see if it works. I really want to know why my phone thinks it’s installed, but I don’t even have the app on it physically, it does not exist after the update. i’ve never seen an app wanting me to go to the App Store in order to get to it. It logs me right in with all my info, so what the heck is going on? I don’t know how else to explain this weird situation. it simply does not exist anywhere on my phone except for the App Store.",Broken app
1,2023-07-14 16:29:12,"Apparently I can only add on to a previous review so here goes. I’ve been on a continuous loop of non answers to an app question. Please, developers, tell me how to see an item in full screen when using the app on my iPad. When I click on an item I’ve searched on the app it opens in an area that only covers about half the page of the iPad screen with tiny print. I have to manually zoom the image. Why does it shrink every item I choose? How can I set the app to display it fully?   When a messages is sent saying that a Subscribe and Save item is not available the message does not state what specific item has been cancelled. That’s poor customer service and poor communication. I have multiple items which all come the same day of the month. When I go to my account to view the items it appears that they ALL will all be arriving. None say cancelled. It’s impossible to tell what’s been cancelled so then it’s a waiting game until my delivery day. This is just poor communication. Put the item name in the dang email! Communicate clearly for goodness sake.",App pages won’t display as a full page
1,2023-06-11 11:31:43,"Apps are not like store resets - you don’t need to change it up to make it look shiny and new to sell more. All you have done is make it harder to navigate your app comfortably and increased the amount of time I’m absent from your app. The search feature used to be located at the top of the page, now it’s on the bottom. The issue with this is muscle memory - anyone in your research department should have been able to tell you how important this is for consistency among your consumers. We are used to clicking the top to search and our fingers naturally navigate the page this way. Now we have to stop and make sure we don’t accidentally click the wrong place or back out of where we are/want to be. Also, why remove the click prompt for our “subscribe and save” subscriptions in our account icon? Why would you make it harder to find and edit? This is supposed to be a convenience for us, you shouldn’t make it so hard to find that we cannot edit upcoming orders and end up with goods we don’t want or don’t receive on time. Do better next time.",The new update is terrible
1,2022-11-22 08:46:19,"So when I search and the. Go to filters for the search I have many available filter options and literally none of them seem to effectively work for me, no matter my filter selection I still see items that should be excluded and I mean on page one of search results price limits not followed categories not sorted nothing works. All I see are reposts of the same items from “different sellers” but often it’s all the same items , and absolutely no used items listed and the variety all seems to be fluff and no real variety and many many in stocked items etc etc unreasonable markups in sold out items during high demand periods, its clear the quality of service has dropped to where eBay would be preferred for many items because of the unique and realistic listings , compared to this app now. In recent months or maybe last couple years the site and app and service itself has become cheap and limited in terms of its past when it was vast and cheap and well managed . Loosing its value now.",What are filters and why offer if they aren’t applying these filters
5,2021-09-01 18:07:06,"There are too many times where I’ve needed something I could not go out and just buy.   I can say where something unexpected occurred that was more than I believed could happen for when God was with our family. Thank you for beyond meeting my expectations when I needed to have groceries in a hurry, rewards covered opportunities for helping my daughter, return item(s), new purchases for my daughter and I, or have gifts find the people that deserve goodness in their lives. Their company has morals behind the people that are in support when it comes to caring for assistance in my ability to be a single mother and keep going despite my inability to staying on track often.   Thank you for investing in me, families that are in need and/or unable to go places due to unfortunate times of emotional rehabilitation to restore families to prosper.",Be thankful for their kindness
2,2023-05-24 20:58:21,Why would y’all remove the ability for us to hold down the heart to add to certain list? Also why would y’all add the option to select view more from this list ? Just allow us to scroll down to see everything. It’s annoying we have to select view more 10x just to see what all in the list. It’s also very annoying we can’t hold the heart down anymore to add to our list. Who in corporate agreed to change those features? Worry about when we search for a certain item only that item comes up. Why are y’all worried about how we add items to our list or how we are able to see all items in the list ?! Please fix the app back to being able to hold down the heart and select which list we want to add our items to. As well as fix it back to where we can just scroll and see everything in the list and not have to select view more. Not having those features makes it pointless for it to be an app if we have to add stuff like we are on the website on the browser.,Stop changing the app.
2,2019-10-13 20:11:23,"Bring back the drag and drop save/compare option. It made it easy to scroll through other items in your wishlist. Now we have the heart button to add an item to save an compare but we have to actually pull up the list to look at the items. Instead of having easy access.   Make it easier for us to browse through the customer review pictures. When I click on a single picture and then go back to the full list of pictures it takes me all the way back to the top of the list instead of taking me back to where I was. Imagine looking at products that have over 100 pics and you have scrolled through 50, you enlarge a picture, and when you’re done looking you hit the back button and they take you back to #1. That’s annoying if you plan to look at more than one picture up close.  Also, please allow us to scroll through items we’ve searched for without having to press “next page” every 2 minutes. We used to be able to just scroll unlimited products all on one page",So many bad changes/updates
3,2022-06-16 02:16:03,Amozon  has always been  the easiest way to order  I like the one click and I like it when the Amozon truck delivers but that is all becoming more inconvenient.  But the latest glitch has stop me from ordering a single thing .  Its stuck in spanish !  about a month ago I went to order and every page and every item was spanish  I worked trying to find a setting  finally had to do a google search then proceded tofollow the steos  ( feeling this would fix it but still wondering how it ever got change to spanish) But after finding a setting for region and english  It didnt work. soI hadnt ordered inweeks . then again today without remembering the problem  went to order and !!! still stuck in spanish . and like the time before I tried endlessly to reach costomer service but its only multiple choice none of which came close  So hear I amwriting a review  hoping this will get the attention of someone. This is a gme changerfor me .,stuck in spanish
3,2023-07-15 07:44:15,"I’m 76 years old. Oh wait a minute no I’m only 74 but I still have a problem. I can’t read your pages anymore. I have Cataracs and the contrast between your very light lettering in your white background. All that makes everything blend into one. On my phone, I have it set to have dark backgrounds and white lettering. And that works pretty well and many websites automatically adhere to that, but not yours.  I’ve looked for places where I could set your App to have a dark background, but I can’t find it and no it’s not because I can’t read it because it’s not there. I’ve had my family look at look at it for me and they can’t find it either. so maybe we’re all really dumb and we can’t figure out how to do it and if so, please send us a instructions. I would greatly appreciate it. If it’s no way to do it can you please ask your webpage operators to include that option. Thank you.  either way, I’m using an iPhone 12th.",I can’t read your app pages
3,2020-06-04 04:33:14,"I’m not normally one to complain, but the new app update was a grand waste of time and effort.  If you paid for that abomination, I would demand your money back... and an apology. The user interface change is so different from the previous app that it makes for a very confusing and frustrating experience.  I spent more time figuring out the cluttered navigation than I did shopping - and I apologize, but I do not believe you could have found a more hideous chimera of accent colors if you applied two AI’s and a team of failed design school dropouts to the task.  That sickly, washed-out mint green, tried to be aqua, and God I wish I were blue, is absolutely repugnant and nauseating to behold.  Marketing FAIL!  Please, for the sake of those of us with good color vision make it go away.  I will have to use the mobile website until it is purged.   If you just put it back the way it was, I’ll give it 5 stars out of mercy and never complain again.",Absolutely Hate the New UI and Color Crime
3,2021-04-05 05:26:21,"Apologies if this sounds a bit odd but ... On my iPad units (iPad Pro 1st gen and iPad Air), all product items renders slower and specifically during item previewing, it is extremely sluggish upon selection etc. + if I view a few product videos, the top navigation frame often times will just disappear and I no longer can go back nor select anything to move forward (press the home button and swipe up to close the app).   EFFECTIVELY, the user experience on the iPad has become quite poor and unreliable for quite some time (I finally got around to submitting a review to share it).   INVERSELY, using the app on my iPhone 12, it works quite reliably well as expected.  In fact, I often use my iPad to view some products ‘on the big gear screen’ as needed but end up using my iPhone to wrap up and make the purchases.  Hopefully someone on the app dev side can look into this odd scenario.  Thank you",Noticeable UI experience between iPad and iPhone
2,2022-04-03 14:11:34,"The app consistently fails to add things to your cart. Sometimes doesn’t respond despite repeated pressing of “Add to Cart”. Reload same thing.  The search system has really went down hill. You can do a search on almost anything, a movie for instance? And they will find 20 thins completely unrelated to what you wanted and so far out of left field you’ll wonder if you typed something wrong. Think you have it working? Haha! Heres a picture of a dog and a link back to the main page so all your search was in vain and you have to start over! But wait! There’s more! Here’s a stupid Alexa icon that never goes away and cant be removed and it’s strategically placed so you hit every time you scroll. Here’s some sliding menus that don’t fit your screen! Like that suggested item? Too bad! Broken link!  Ive given up shopping via this app as its basically a frustration inducing waste of space on my phone. Really only good for tracking shipments- when I can get it to work at all.",Poor UI and broken transactions
2,2021-09-05 16:54:28,"Another problem with latest version (sept 2021).  Tried to look at subscribe and save order - just looped sending me back to shopping the subscribe and save items and only showed about 10% of available products. This app is useful only for checking on order status and not for shopping - too bad.  Can’t place order. It just returns user to proceed to checkout - looping forever. When try to display orders it asks for the login again (even if I just logged in a minute ago). The login completes and then displays a pop up box saying there was a problem try again. You click ok and the app hangs saying loading information Minutes pass. When you get tired of waiting and go back to the item, again you get into the same loop. Sometimes you can get in on the 2nd or 3rd try, just did 8 try and still didn’t work. This app used to work fully and now my am pretty useless - Been a month since this version was released and no fix in sight.",Problems with latest version
1,2022-09-16 03:13:20,"How does this app have such good reviews? It has sucked for awhile now because of the constant updates, but it just gets progressively worse with every new update. I just want the number of results for a product I search, the feature when I would hit the home button and it would refresh my homepage, and for my products to be labeled correctly when it’s not available. Is that so much to ask for developers? With the newest “update” I can no longer manage my recommendations anymore. What is going on in the developer’s minds? Y’all need to get it together.  *Update: I stand by my statements. It just get worse with every “update”.  Whoever is in charge of updates on this app need to be fired immediately. Every update makes this app harder to use and now it’s impossible for me to search for stuff because it just blips out and goes back to the original page. What’s the point of having filters if I can’t search within those filtered results? If I could give this app zero stars. Bettor off just using the search engine.",Terrible
3,2023-07-29 20:03:56,"By law products have to be marked where they are manufactured, but this information is not readily available in this app. I am a big proponent of buying American made products. The information on the products sold does not always contain country of origin information, and sometimes have to dig through the pictures to find out to the point I waist hours looking. And on at least one occasion I thought a product I was ordering was made in the US and found out when it arrived it was made in China so I returned it.  If we could filter by country of origin, this would be helpful. Especially for high end goods like kitchen equipment, furniture, tools, decorative items and wood products where country of origin is largely indicative of the quality of the product.   Besides this issue, the app is great. Very good search algorithm, and I like how when you search and can shop certain brands.",It’s too difficult to determine country of origin of products
